product_type,sensor_id,measurement_role,installation_segment_id,missing_interval_count,gap_duration_hours,gap_count
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,260,65.0,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,265,66.25,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,273,68.25,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,282,70.5,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,350,87.5,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,377,94.25,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,403,100.75,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,430,107.5,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,472,118.0,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,666,166.5,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,1417,354.25,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,1608,402.0,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,2495,623.75,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,4053,1013.25,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,4187,1046.75,1
15_minute,mid_P2,15_minute_observation,mid_P2_s01_usgs6_depth_3_69m,8046,2011.5,1
15_minute,mid_P2,15_minute_observation,outside_documented_operation,1,0.25,26
15_minute,mid_P2,15_minute_observation,outside_documented_operation,19,4.75,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,1,0.25,2804
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,2,0.5,46
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,3,0.75,18
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,4,1.0,9
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,5,1.25,6
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,6,1.5,4
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,7,1.75,5
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,8,2.0,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,9,2.25,3
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,11,2.75,4
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,13,3.25,3
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,14,3.5,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,15,3.75,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,16,4.0,4
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,18,4.5,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,19,4.75,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,21,5.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,22,5.5,4
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,23,5.75,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,27,6.75,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,31,7.75,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,32,8.0,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,36,9.0,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,37,9.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,38,9.5,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,39,9.75,4
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,41,10.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,43,10.75,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,44,11.0,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,45,11.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,49,12.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,52,13.0,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,53,13.25,3
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,55,13.75,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,57,14.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,59,14.75,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,62,15.5,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,66,16.5,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,67,16.75,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,68,17.0,6
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,69,17.25,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,70,17.5,4
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,71,17.75,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,72,18.0,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,73,18.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,74,18.5,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,77,19.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,80,20.0,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,83,20.75,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,85,21.25,2
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,86,21.5,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,91,22.75,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,137,34.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,153,38.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,230,57.5,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,238,59.5,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,254,63.5,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,260,65.0,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,273,68.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,350,87.5,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,377,94.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,1417,354.25,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,1608,402.0,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,2495,623.75,1
15_minute,mid_R,interval_precipitation,mid_R_s01_pre_fire,4187,1046.75,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,1,0.25,4674
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,2,0.5,1013
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,3,0.75,300
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,4,1.0,89
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,5,1.25,34
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,6,1.5,20
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,7,1.75,7
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,8,2.0,4
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,9,2.25,4
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,10,2.5,7
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,11,2.75,4
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,12,3.0,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,13,3.25,5
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,14,3.5,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,15,3.75,2
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,17,4.25,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,21,5.25,2
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,25,6.25,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,29,7.25,2
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,30,7.5,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,33,8.25,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,35,8.75,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,36,9.0,2
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,45,11.25,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,53,13.25,2
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,61,15.25,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,64,16.0,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,67,16.75,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,74,18.5,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,79,19.75,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,88,22.0,2
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,95,23.75,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,96,24.0,2
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,97,24.25,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,106,26.5,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,130,32.5,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,132,33.0,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,135,33.75,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,150,37.5,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,151,37.75,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,213,53.25,2
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,237,59.25,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,239,59.75,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,251,62.75,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,265,66.25,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,282,70.5,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,403,100.75,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,430,107.5,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,472,118.0,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,666,166.5,1
15_minute,mid_R,interval_precipitation,mid_R_s02_post_fire,4053,1013.25,1
15_minute,mid_R,interval_precipitation,mid_R_s03_post_mechanical_failure,1,0.25,155
15_minute,mid_R,interval_precipitation,mid_R_s03_post_mechanical_failure,2,0.5,6
15_minute,mid_R,interval_precipitation,mid_R_s03_post_mechanical_failure,3,0.75,1
15_minute,mid_R,interval_precipitation,mid_R_s03_post_mechanical_failure,4,1.0,1
15_minute,mid_R,interval_precipitation,mid_R_s03_post_mechanical_failure,5,1.25,1
15_minute,mid_R,interval_precipitation,mid_R_s03_post_mechanical_failure,41,10.25,1
15_minute,mid_R,interval_precipitation,mid_R_s04_range_not_stated,1,0.25,126
15_minute,mid_R,interval_precipitation,mid_R_s04_range_not_stated,2,0.5,2
15_minute,mid_R,interval_precipitation,mid_R_s04_range_not_stated,3,0.75,1
15_minute,toe_E5_C,15_minute_observation,outside_documented_operation,1,0.25,10
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,1,0.25,2346
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,2,0.5,411
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,3,0.75,173
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,4,1.0,122
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,5,1.25,64
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,6,1.5,34
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,7,1.75,34
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,8,2.0,29
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,9,2.25,17
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,10,2.5,16
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,11,2.75,18
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,12,3.0,22
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,13,3.25,11
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,14,3.5,10
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,15,3.75,8
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,16,4.0,6
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,17,4.25,9
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,18,4.5,9
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,19,4.75,4
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,20,5.0,3
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,21,5.25,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,22,5.5,3
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,23,5.75,7
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,24,6.0,3
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,25,6.25,6
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,26,6.5,7
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,27,6.75,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,28,7.0,3
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,29,7.25,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,30,7.5,4
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,31,7.75,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,32,8.0,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,33,8.25,4
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,34,8.5,4
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,35,8.75,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,36,9.0,3
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,37,9.25,4
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,38,9.5,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,39,9.75,4
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,40,10.0,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,41,10.25,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,42,10.5,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,44,11.0,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,45,11.25,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,46,11.5,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,47,11.75,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,48,12.0,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,49,12.25,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,50,12.5,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,51,12.75,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,52,13.0,5
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,53,13.25,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,54,13.5,3
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,55,13.75,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,58,14.5,4
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,59,14.75,3
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,61,15.25,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,62,15.5,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,63,15.75,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,66,16.5,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,67,16.75,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,68,17.0,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,69,17.25,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,70,17.5,4
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,75,18.75,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,76,19.0,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,77,19.25,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,78,19.5,2
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,84,21.0,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,87,21.75,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,90,22.5,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,96,24.0,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,99,24.75,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,108,27.0,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,110,27.5,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,121,30.25,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,124,31.0,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,127,31.75,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,145,36.25,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,156,39.0,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,166,41.5,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,202,50.5,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,214,53.5,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,231,57.75,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,252,63.0,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,262,65.5,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,454,113.5,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,666,166.5,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,2182,545.5,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,3936,984.0,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s01_pre_topple,4053,1013.25,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s02_topple_removed,1,0.25,9
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s02_topple_removed,3,0.75,1
15_minute,toe_E5_C,15_minute_observation,toe_E5_C_s03_post_relocation,1,0.25,42
15_minute,toe_M1_A,15_minute_observation,outside_documented_operation,1,0.25,46
15_minute,toe_M1_A,15_minute_observation,outside_documented_operation,369696,92424.0,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,1,0.25,2361
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,2,0.5,411
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,3,0.75,174
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,4,1.0,122
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,5,1.25,64
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,6,1.5,34
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,7,1.75,34
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,8,2.0,29
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,9,2.25,17
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,10,2.5,16
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,11,2.75,18
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,12,3.0,22
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,13,3.25,11
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,14,3.5,10
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,15,3.75,8
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,16,4.0,6
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,17,4.25,9
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,18,4.5,9
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,19,4.75,4
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,20,5.0,3
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,21,5.25,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,22,5.5,3
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,23,5.75,7
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,24,6.0,3
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,25,6.25,6
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,26,6.5,7
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,27,6.75,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,28,7.0,3
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,29,7.25,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,30,7.5,4
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,31,7.75,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,32,8.0,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,33,8.25,4
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,34,8.5,4
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,35,8.75,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,36,9.0,3
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,37,9.25,4
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,38,9.5,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,39,9.75,4
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,40,10.0,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,41,10.25,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,42,10.5,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,44,11.0,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,45,11.25,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,46,11.5,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,47,11.75,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,48,12.0,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,49,12.25,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,50,12.5,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,51,12.75,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,52,13.0,5
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,53,13.25,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,54,13.5,3
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,55,13.75,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,58,14.5,4
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,59,14.75,3
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,61,15.25,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,62,15.5,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,63,15.75,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,66,16.5,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,67,16.75,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,68,17.0,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,69,17.25,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,70,17.5,4
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,75,18.75,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,76,19.0,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,77,19.25,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,78,19.5,2
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,84,21.0,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,87,21.75,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,90,22.5,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,96,24.0,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,99,24.75,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,108,27.0,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,110,27.5,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,121,30.25,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,124,31.0,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,127,31.75,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,145,36.25,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,156,39.0,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,166,41.5,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,202,50.5,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,214,53.5,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,231,57.75,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,252,63.0,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,262,65.5,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,454,113.5,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,666,166.5,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,2182,545.5,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,3936,984.0,1
15_minute,toe_M1_A,15_minute_observation,toe_M1_A_s01,4053,1013.25,1
