run_id,sensor_id,transformation,scope_id,start_date,end_date,n,lag_days,maximum_lag_days,acf,pacf,approximate_95_percent_bound
mid_E2_B__daily_first_difference__mid_E2_B_s02_hx_vpa_400_27090342__r1,mid_E2_B,daily_first_difference,mid_E2_B_s02_hx_vpa_400_27090342,2005-12-06,2006-09-13,282,28,60,0.09842301938882031,0.020600419958129633,0.11671630149838108
mid_E2_B__daily_first_difference__mid_E2_B_s02_hx_vpa_400_27090342__r1,mid_E2_B,daily_first_difference,mid_E2_B_s02_hx_vpa_400_27090342,2005-12-06,2006-09-13,282,29,60,0.08560614759134456,0.0038812502113692725,0.11671630149838108
mid_E2_B__daily_first_difference__mid_E2_B_s02_hx_vpa_400_27090342__r1,mid_E2_B,daily_first_difference,mid_E2_B_s02_hx_vpa_400_27090342,2005-12-06,2006-09-13,282,30,60,0.06181130683016483,-0.01664311430512844,0.11671630149838108
mid_E2_B__daily_first_difference__mid_E2_B_s02_hx_vpa_400_27090342__r1,mid_E2_B,daily_first_difference,mid_E2_B_s02_hx_vpa_400_27090342,2005-12-06,2006-09-13,282,31,60,0.04763397662574455,-0.08789866567486837,0.11671630149838108
mid_E2_B__daily_first_difference__mid_E2_B_s02_hx_vpa_400_27090342__r1,mid_E2_B,daily_first_difference,mid_E2_B_s02_hx_vpa_400_27090342,2005-12-06,2006-09-13,282,32,60,0.038023385470964385,-0.03676395052484483,0.11671630149838108
mid_E2_B__daily_first_difference__mid_E2_B_s02_hx_vpa_400_27090342__r1,mid_E2_B,daily_first_difference,mid_E2_B_s02_hx_vpa_400_27090342,2005-12-06,2006-09-13,282,33,60,0.021295215498437492,0.021010994869552324,0.11671630149838108
mid_E2_B__daily_first_difference__mid_E2_B_s02_hx_vpa_400_27090342__r1,mid_E2_B,daily_first_difference,mid_E2_B_s02_hx_vpa_400_27090342,2005-12-06,2006-09-13,282,34,60,-0.002136905555445163,-0.03101779101859006,0.11671630149838108
mid_E2_B__daily_first_difference__mid_E2_B_s02_hx_vpa_400_27090342__r1,mid_E2_B,daily_first_difference,mid_E2_B_s02_hx_vpa_400_27090342,2005-12-06,2006-09-13,282,35,60,-0.01935168046564479,-0.010645625643576824,0.11671630149838108
mid_E2_B__daily_first_difference__mid_E2_B_s02_hx_vpa_400_27090342__r1,mid_E2_B,daily_first_difference,mid_E2_B_s02_hx_vpa_400_27090342,2005-12-06,2006-09-13,282,36,60,-0.029753399542418256,0.003621228541208621,0.11671630149838108
mid_E2_B__daily_first_difference__mid_E2_B_s02_hx_vpa_400_27090342__r1,mid_E2_B,daily_first_difference,mid_E2_B_s02_hx_vpa_400_27090342,2005-12-06,2006-09-13,282,37,60,-0.04178756039256943,0.008047612614859647,0.11671630149838108
