window_id,target_id,window_role,stage,model_id,model_family,horizon_days,forecast_count,lag_in_origin_sequence,residual_acf,residual_bias,residual_skewness,residual_excess_kurtosis,median_absolute_error,q95_absolute_error,ljung_box_lag,ljung_box_statistic,ljung_box_p_value,ljung_box_caveat
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,1,76,3,-0.15316065603809026,-0.023782784805028954,0.7619248499831343,3.931454936747727,0.12012419258935167,0.43284775713526213,10,15.574434487317344,0.11248004683017994,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,1,76,4,0.06948767017102861,-0.023782784805028954,0.7619248499831343,3.931454936747727,0.12012419258935167,0.43284775713526213,10,15.574434487317344,0.11248004683017994,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,1,76,5,-0.13305229842194582,-0.023782784805028954,0.7619248499831343,3.931454936747727,0.12012419258935167,0.43284775713526213,10,15.574434487317344,0.11248004683017994,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,1,76,6,0.1587714744644249,-0.023782784805028954,0.7619248499831343,3.931454936747727,0.12012419258935167,0.43284775713526213,10,15.574434487317344,0.11248004683017994,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,1,76,7,0.052738424275546876,-0.023782784805028954,0.7619248499831343,3.931454936747727,0.12012419258935167,0.43284775713526213,10,15.574434487317344,0.11248004683017994,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,1,76,8,0.1507549966659126,-0.023782784805028954,0.7619248499831343,3.931454936747727,0.12012419258935167,0.43284775713526213,10,15.574434487317344,0.11248004683017994,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,1,76,9,-0.03234342001213973,-0.023782784805028954,0.7619248499831343,3.931454936747727,0.12012419258935167,0.43284775713526213,10,15.574434487317344,0.11248004683017994,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,1,76,10,-0.13623429678205315,-0.023782784805028954,0.7619248499831343,3.931454936747727,0.12012419258935167,0.43284775713526213,10,15.574434487317344,0.11248004683017994,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,2,76,0,1.0,-0.02477555586796315,2.5749216193040785,16.816138390380658,0.09759400642494825,0.680641144622177,10,5.47030052339925,0.857633031738603,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,2,76,1,0.04135012927395453,-0.02477555586796315,2.5749216193040785,16.816138390380658,0.09759400642494825,0.680641144622177,10,5.47030052339925,0.857633031738603,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,2,76,2,0.10289989524764047,-0.02477555586796315,2.5749216193040785,16.816138390380658,0.09759400642494825,0.680641144622177,10,5.47030052339925,0.857633031738603,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,2,76,3,0.06045603368711465,-0.02477555586796315,2.5749216193040785,16.816138390380658,0.09759400642494825,0.680641144622177,10,5.47030052339925,0.857633031738603,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,2,76,4,-0.06926677861135586,-0.02477555586796315,2.5749216193040785,16.816138390380658,0.09759400642494825,0.680641144622177,10,5.47030052339925,0.857633031738603,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,2,76,5,-0.06864999415744408,-0.02477555586796315,2.5749216193040785,16.816138390380658,0.09759400642494825,0.680641144622177,10,5.47030052339925,0.857633031738603,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,2,76,6,0.011147315196021676,-0.02477555586796315,2.5749216193040785,16.816138390380658,0.09759400642494825,0.680641144622177,10,5.47030052339925,0.857633031738603,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,2,76,7,0.19144434437203237,-0.02477555586796315,2.5749216193040785,16.816138390380658,0.09759400642494825,0.680641144622177,10,5.47030052339925,0.857633031738603,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,2,76,8,-0.02916972690948114,-0.02477555586796315,2.5749216193040785,16.816138390380658,0.09759400642494825,0.680641144622177,10,5.47030052339925,0.857633031738603,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,2,76,9,0.017148068367351447,-0.02477555586796315,2.5749216193040785,16.816138390380658,0.09759400642494825,0.680641144622177,10,5.47030052339925,0.857633031738603,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,2,76,10,0.039777574234501886,-0.02477555586796315,2.5749216193040785,16.816138390380658,0.09759400642494825,0.680641144622177,10,5.47030052339925,0.857633031738603,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,7,72,0,1.0,-0.043027265986680496,-0.3226296076738307,1.5957059908524256,0.08664421026245034,0.4727657568876189,10,3.908377747826458,0.9513855662216223,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,7,72,1,-0.013825005134268134,-0.043027265986680496,-0.3226296076738307,1.5957059908524256,0.08664421026245034,0.4727657568876189,10,3.908377747826458,0.9513855662216223,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,7,72,2,0.07311341232901371,-0.043027265986680496,-0.3226296076738307,1.5957059908524256,0.08664421026245034,0.4727657568876189,10,3.908377747826458,0.9513855662216223,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,7,72,3,-0.11157729145772809,-0.043027265986680496,-0.3226296076738307,1.5957059908524256,0.08664421026245034,0.4727657568876189,10,3.908377747826458,0.9513855662216223,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,7,72,4,0.10712295442535609,-0.043027265986680496,-0.3226296076738307,1.5957059908524256,0.08664421026245034,0.4727657568876189,10,3.908377747826458,0.9513855662216223,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,7,72,5,0.08714667849952666,-0.043027265986680496,-0.3226296076738307,1.5957059908524256,0.08664421026245034,0.4727657568876189,10,3.908377747826458,0.9513855662216223,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,7,72,6,0.029699635547001602,-0.043027265986680496,-0.3226296076738307,1.5957059908524256,0.08664421026245034,0.4727657568876189,10,3.908377747826458,0.9513855662216223,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,7,72,7,-0.034304745768353684,-0.043027265986680496,-0.3226296076738307,1.5957059908524256,0.08664421026245034,0.4727657568876189,10,3.908377747826458,0.9513855662216223,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,7,72,8,0.05067696537766071,-0.043027265986680496,-0.3226296076738307,1.5957059908524256,0.08664421026245034,0.4727657568876189,10,3.908377747826458,0.9513855662216223,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,7,72,9,-0.03737772118995286,-0.043027265986680496,-0.3226296076738307,1.5957059908524256,0.08664421026245034,0.4727657568876189,10,3.908377747826458,0.9513855662216223,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_arma11,ARIMA,7,72,10,-0.0780243962080646,-0.043027265986680496,-0.3226296076738307,1.5957059908524256,0.08664421026245034,0.4727657568876189,10,3.908377747826458,0.9513855662216223,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,1,70,0,1.0,-0.1282978611598613,-0.016811203604624625,1.692940058967885,0.1239406484994083,0.419633241910942,10,15.231104612435898,0.12386061452665935,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,1,70,1,-0.09573526535716886,-0.1282978611598613,-0.016811203604624625,1.692940058967885,0.1239406484994083,0.419633241910942,10,15.231104612435898,0.12386061452665935,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,1,70,2,0.2800866558864987,-0.1282978611598613,-0.016811203604624625,1.692940058967885,0.1239406484994083,0.419633241910942,10,15.231104612435898,0.12386061452665935,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,1,70,3,-0.162125157561043,-0.1282978611598613,-0.016811203604624625,1.692940058967885,0.1239406484994083,0.419633241910942,10,15.231104612435898,0.12386061452665935,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
toe_pre_topple_long,toe_E5_C,secondary_primary_window,evaluation,arima_mean,ARIMA,1,70,4,0.03641848785777384,-0.1282978611598613,-0.016811203604624625,1.692940058967885,0.1239406484994083,0.419633241910942,10,15.231104612435898,0.12386061452665935,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
