window_id,target_id,stage,model_id,model_family,horizon_days,status,attempt_count,fraction_of_scheduled_attempts
toe_pre_topple_long,toe_E5_C,selection,zero_change,baseline,7,ineligible_core_origin,18,0.13533834586466165
toe_pre_topple_long,toe_E5_C,selection,zero_change,baseline,7,ok,115,0.8646616541353384
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar1,ARIMA,1,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar1,ARIMA,1,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar1,ARIMA,2,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar1,ARIMA,2,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar1,ARIMA,7,ineligible_core_origin,5,0.16666666666666666
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar1,ARIMA,7,ok,25,0.8333333333333334
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar2,ARIMA,1,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar2,ARIMA,1,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar2,ARIMA,2,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar2,ARIMA,2,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar2,ARIMA,7,ineligible_core_origin,5,0.16666666666666666
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_ar2,ARIMA,7,ok,25,0.8333333333333334
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_arma11,ARIMA,1,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_arma11,ARIMA,1,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_arma11,ARIMA,2,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_arma11,ARIMA,2,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_arma11,ARIMA,7,ineligible_core_origin,5,0.16666666666666666
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_arma11,ARIMA,7,ok,25,0.8333333333333334
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_mean,ARIMA,1,fit_failure,2,0.06666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_mean,ARIMA,1,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_mean,ARIMA,1,ok,24,0.8
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_mean,ARIMA,2,fit_failure,2,0.06666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_mean,ARIMA,2,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_mean,ARIMA,2,ok,24,0.8
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_mean,ARIMA,7,fit_failure,2,0.06666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_mean,ARIMA,7,ineligible_core_origin,5,0.16666666666666666
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arima_mean,ARIMA,7,ok,23,0.7666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arimax_ar1_rain_lag2,conditional_ARIMAX,1,feature_unavailable,1,0.03333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arimax_ar1_rain_lag2,conditional_ARIMAX,1,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arimax_ar1_rain_lag2,conditional_ARIMAX,1,ok,25,0.8333333333333334
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arimax_ar1_rain_lag2,conditional_ARIMAX,2,feature_unavailable,1,0.03333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arimax_ar1_rain_lag2,conditional_ARIMAX,2,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arimax_ar1_rain_lag2,conditional_ARIMAX,2,ok,25,0.8333333333333334
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,arimax_ar1_rain_lag2,conditional_ARIMAX,7,feature_unavailable,30,1.0
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,expanding_median,baseline,1,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,expanding_median,baseline,1,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,expanding_median,baseline,2,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,expanding_median,baseline,2,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,expanding_median,baseline,7,ineligible_core_origin,5,0.16666666666666666
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,expanding_median,baseline,7,ok,25,0.8333333333333334
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,persistence,baseline,1,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,persistence,baseline,1,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,persistence,baseline,2,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,persistence,baseline,2,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,persistence,baseline,7,ineligible_core_origin,5,0.16666666666666666
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,persistence,baseline,7,ok,25,0.8333333333333334
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,prior_year_same_date,baseline,1,feature_unavailable,1,0.03333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,prior_year_same_date,baseline,1,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,prior_year_same_date,baseline,1,ok,25,0.8333333333333334
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,prior_year_same_date,baseline,2,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,prior_year_same_date,baseline,2,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,prior_year_same_date,baseline,7,feature_unavailable,1,0.03333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,prior_year_same_date,baseline,7,ineligible_core_origin,5,0.16666666666666666
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,prior_year_same_date,baseline,7,ok,24,0.8
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,zero_change,baseline,1,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,zero_change,baseline,1,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,zero_change,baseline,2,ineligible_core_origin,4,0.13333333333333333
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,zero_change,baseline,2,ok,26,0.8666666666666667
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,zero_change,baseline,7,ineligible_core_origin,5,0.16666666666666666
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,zero_change,baseline,7,ok,25,0.8333333333333334
