window_id,target_id,window_role,stage,model_id,model_family,horizon_days,nominal_level,point_forecast_count,interval_forecast_count,interval_availability_fraction,empirical_coverage,average_width,mean_winkler_score
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,arimax_ar1_rain_lag2,conditional_ARIMAX,2,0.8,117,117,1.0,0.8290598290598291,1.2283624276536087,3.0180230541344475
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,expanding_median,baseline,1,0.8,122,92,0.7540983606557377,0.7282608695652174,0.619239130434783,3.91597826086957
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,expanding_median,baseline,2,0.8,121,91,0.7520661157024794,0.8351648351648352,0.7181318681318646,3.6989010989010955
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,expanding_median,baseline,7,0.8,115,85,0.7391304347826086,0.7647058823529411,0.4128235294117654,3.6598823529411777
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,persistence,baseline,1,0.8,122,92,0.7540983606557377,0.7608695652173914,0.7791304347826085,2.565000000000006
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,persistence,baseline,2,0.8,121,91,0.7520661157024794,0.7692307692307693,0.7903846153846158,3.4755494505494595
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,persistence,baseline,7,0.8,115,85,0.7391304347826086,0.7411764705882353,0.8145882352941186,3.666941176470589
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,prior_year_same_date,baseline,1,0.8,117,87,0.7435897435897436,0.735632183908046,0.8370114942528728,7.312873563218391
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,prior_year_same_date,baseline,2,0.8,117,87,0.7435897435897436,0.7586206896551724,0.9789080459770119,5.411666666666673
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,prior_year_same_date,baseline,7,0.8,113,83,0.7345132743362832,0.7108433734939759,0.7798795180722903,5.388313253012045
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,zero_change,baseline,1,0.8,122,92,0.7540983606557377,0.7282608695652174,0.619239130434783,3.91597826086957
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,zero_change,baseline,2,0.8,121,91,0.7520661157024794,0.8351648351648352,0.7181318681318646,3.6989010989010955
toe_pre_topple_long,toe_E5_C,secondary_primary_window,selection,zero_change,baseline,7,0.8,115,85,0.7391304347826086,0.7647058823529411,0.4128235294117654,3.6598823529411777
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_ar1,ARIMA,1,0.8,26,26,1.0,0.9615384615384616,1.4024623135776966,1.4467660983419475
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_ar1,ARIMA,2,0.8,26,26,1.0,0.9230769230769231,1.7516412937928532,2.0806938800784893
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_ar1,ARIMA,7,0.8,25,25,1.0,0.96,2.097283618976282,2.351147345894912
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_ar2,ARIMA,1,0.8,26,26,1.0,0.9230769230769231,1.3490141330595053,1.485551756405407
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_ar2,ARIMA,2,0.8,26,26,1.0,0.9230769230769231,1.5305883488626468,1.7590175043516811
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_ar2,ARIMA,7,0.8,25,25,1.0,0.96,1.9980098464833767,2.2059990813481756
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_arma11,ARIMA,1,0.8,26,26,1.0,0.8846153846153846,1.2924917391692679,1.5034873431869564
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_arma11,ARIMA,2,0.8,26,26,1.0,0.9230769230769231,1.3714061078972781,1.695841421316518
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_arma11,ARIMA,7,0.8,25,25,1.0,0.92,1.648769751337617,2.4353567324831107
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_mean,ARIMA,1,0.8,24,24,1.0,0.9583333333333334,2.124466847348768,3.2608180428571036
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_mean,ARIMA,2,0.8,24,24,1.0,0.9166666666666666,2.124466847348768,3.7082997812583187
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arima_mean,ARIMA,7,0.8,23,23,1.0,0.9130434782608695,2.126004613795573,2.6917433274403164
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arimax_ar1_rain_lag2,conditional_ARIMAX,1,0.8,25,25,1.0,0.92,1.4007544843517699,1.487653346800154
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,arimax_ar1_rain_lag2,conditional_ARIMAX,2,0.8,25,25,1.0,0.96,1.7429602647897362,1.8847096745046208
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,expanding_median,baseline,1,0.8,26,0,0.0,,,
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,expanding_median,baseline,2,0.8,26,0,0.0,,,
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,expanding_median,baseline,7,0.8,25,0,0.0,,,
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,persistence,baseline,1,0.8,26,0,0.0,,,
toe_pre_topple_post_rain_resume,toe_E5_C,external_time_check,external_time_check,persistence,baseline,2,0.8,26,0,0.0,,,
